title,remote_work,contract_type,Competence,end_date,company_description,requirements,niveau d'expérience,company_name,niveau d'études requis,number_of_positions,url,description,Region,sector,posted_date,id
Consultant Fonctionnel Odoo  - Agadir,,CDI,Formation - Gestion - Management - Processus Métiers,,,,Expérience entre 2 ans et 5 ans,CAISSE MANAGER,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,"Caisse Manager  est une entreprise innovante spécialisée dans le développement et la commercialisation de logiciels de gestion de point de vente. Nous accompagnons nos clients dans l’optimisation de leurs processus grâce à des solutions ERP sur-mesure. Afin de soutenir notre croissance, nous recherchons un  Consultant Fonctionnel Odoo  passionné et dynamique.   Missions :    Analyser les besoins des clients et les accompagner dans la transformation de leurs processus métiers.  Configurer et personnaliser les modules Odoo selon les spécificités et les exigences des clients.  Former les utilisateurs sur les fonctionnalités d’Odoo et les meilleures pratiques d’utilisation.  Assurer un suivi post-...",Agadir,,03.06.2025,
Contrôleur de Gestion - Marrakech,,CDI,Audit - Audit Interne - BI - Business Analysis - Comptabilité - Finance - Gestion - Inventaire,,,,Expérience entre 2 ans et 5 ans,CAP AGRO,Bac+5 et plus,,,"Nous sommes à la recherche d'un  Contrôleur de Gestion.     Vos principales missions seront les suivantes   :   Assurer le contrôle des achats, des ventes et des frais généraux  Réaliser, suivre et étudier l’inventaire des stocks ainsi que l’analyse de leurs variations  Assurer la fiabilité et la rapidité du traitement de l'information produite par les opérationnels  Assurer la revue et la mise en place des outils informatiques permettant un pilotage efficace  Participer à la mise en place des actions correctives en cas d’écart aux objectifs  Animer le cycle budgétaire et assurer le suivi des différents budgets  Réaliser le reporting financier et opérationnel en mettant à jour les outils...",Marrakech-Safi,,31.05.2025,
Product Manager (Présentiel) - Rabat,,CDI,CONFLUENCE - Design - Formation - JIRA - SQL,,,,Expérience entre 2 ans et 5 ans,AFRICAWORK,Bac+5 et plus,,,"Nous recherchons un  Product Manager  pour piloter la stratégie produit et accompagner notre croissance dans le secteur du recrutement digital.  Ce poste s’adresse à un profil expérimenté, capable de structurer et d’orchestrer la conception de solutions à fort impact, dans un environnement dynamique et exigeant.   Vos responsabilités :     Définir la vision produit  en lien avec les objectifs de l’entreprise et les attentes du marché.  Élaborer et piloter la  roadmap stratégique , en intégrant les enjeux business, utilisateurs et technologiques.  Identifier les besoins des utilisateurs et des parties prenantes, les prioriser, et les traduire en fonctionnalités à forte valeur ajoutée.  Travailler en étroite...",Rabat-Salé-Kénitra,,31.05.2025,
Développeur Odoo et CRM - Casablanca,,CDI,AGILE - CSS - DOCKER - GIT - HTML - JAVASCRIPT - POSTGRESQL - PYTHON - REST - SOAP - XML,,,,Expérience entre 2 ans et 5 ans et plus,CALLIOPE,"Bac+3, Bac+4 & Bac+5 et plus",,,"Dans le cadre du renforcement de notre équipe technique, nous recherchons un  Développeur Odoo et CRM  passionné, rigoureux et autonome. Vous serez en charge du développement, de la personnalisation et du maintien de solutions basées sur Odoo (v13 à v17), en lien direct avec les équipes métier et les clients.    Missions :     Analyser les besoins métiers et proposer des solutions adaptées dans Odoo.  Développer de nouveaux modules ou personnaliser ceux existants (back-end et front-end).  Intégrer et connecter Odoo avec d'autres systèmes (APIs, CRM, ERP tiers, etc.).  Participer à la mise en production et assurer le support technique.  Rédiger la documentation technique et fonctionnelle.  Former les utilisateurs internes/...",Casablanca-Mohammedia,,31.05.2025,
Chef de Projet Odoo & CRM - Casablanca,,CDI,AGILE - API - POSTGRESQL - PYTHON - REST - SCRUM,,,,Expérience entre 2 ans et 5 ans et plus,CALLIOPE,Bac+4 & Bac+5 et plus,,,"Nous sommes à la recherche d'un  Chef de Projet Odoo & CRM.   En tant que Chef de Projet Odoo & CRM, vous pilotez la mise en œuvre, l’évolution et la maintenance des solutions ERP Odoo et CRM de l’entreprise ou de ses clients. Vous jouez un rôle clé dans la conduite de projets digitaux, en assurant la coordination entre les équipes métiers, techniques et les prestataires.   Responsabilités :    Recueillir et analyser les besoins métiers (finance, ventes, achats, RH, logistique…)  Piloter la mise en place ou la migration vers Odoo (v14/v15/v16+)  Définir les roadmaps, plannings, budgets et ressources projets  Suivre l’avancement (méthodologie Agile ou Cycle en V)  Configurer les modules...",Casablanca-Mohammedia,,31.05.2025,
Ingénieur Systèmes et Réseaux  - Casablanca,,CDI,ARUBA - ASTERISK - CISCO - FORTINET - HPE - KVM - NAGIOS - SOPHOS - TOIP - VEEAM - VMWARE - ZABBIX,,,,Expérience entre 2 ans et 5 ans et plus,ANNOUR TECHNOLOGIES,Bac+5 et plus,,,"Nous sommes à la recherche d'un  Ingénieur Systèmes et Réseaux     Vos missions principales :     Assurer le pilotage de l’intégration et du déploiement des solutions techniques choisies.  Rédiger la documentation d’architecture ainsi que les procédures d’exploitation associées.  Contribuer aux études d’architecture technique globale pour nos clients.  Participer à la qualification des plateformes Réseaux, Télécoms et Sécurité proposées.  Valider l’installation et l’intégration des outils ou équipements dans les environnements de production clients.  Assurer une veille technologique active sur les évolutions du secteur.  Développer et maintenir des relations de qualité...",Casablanca-Mohammedia,,30.05.2025,
Développeur BI – Tableau / Python - Casablanca,,Freelance,API - BI - POSTGRESQL - PYTHON,,,,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,VISION BUSINESS CONSULTING,Bac+5 et plus,,,"Dans le cadre du lancement d’un projet BI stratégique, nous recherchons  deux Développeurs BI  pour renforcer notre équipe sur une mission de 3 mois. Les profils retenus interviendront sur la conception de dashboards dynamiques, le traitement et la valorisation des données, ainsi que l’intégration de sources de données multiples.",Casablanca-Mohammedia,,28.05.2025,
Lead Data Engineer / Architecte Data (Freelance) - Casablanca,,Freelance,ATLAS - MONGODB,,,,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,VISION BUSINESS CONSULTING,Bac+5 et plus,,,"Dans le cadre d’un projet stratégique pour un grand client industriel, nous recherchons un  Lead Data Engineer / Architecte Data  pour concevoir et mettre en œuvre une  plateforme data hybride . L’objectif est de livrer un  MVP fonctionnel  de la plateforme en 4 mois, incluant  un premier use case orienté optimisation énergétique .   Stack technique & outils :      MinIO  : stockage objet (équivalent S3)     DBT (Data Build Tool)  : transformation de données     ClickHouse  : base de données analytique     Machine Learning  : mise en place de modèles pour use case énergétique     Atlas Cloud  (MongoDB Atlas ou autre cloud data platform)",Casablanca-Mohammedia,,28.05.2025,
DataOps Engineer - Casablanca,,Freelance,APACHE - DOCKER - GITLAB - JENKINS - SPARK,,,,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,VISION BUSINESS CONSULTING,Bac+5 et plus,,,"Nous recherchons un(e)  DataOps Engineer  expérimenté(e) pour accompagner un  client bancaire de premier plan  dans la mise en place, l'industrialisation et la supervision de ses pipelines data. Vous interviendrez dans un  environnement technique exigeant , au sein d’équipes data & IT agiles et dynamiques, pour une mission de longue durée.   DevOps / Infra :     Excellente maîtrise de  Kubernetes  et  Docker     Très bonnes connaissances des pratiques  CI/CD  (GitLab CI, Jenkins, etc.)    Monitoring / observabilité / gestion des environnements     Stack Data :      Apache Spark  : traitement de données massives     Airflow  : orchestration des pipelines     Dremio  : moteur de virtualisation / exploration     S3...",Casablanca-Mohammedia,,28.05.2025,
Opérateur de Saisie  - Casablanca,,Intérim,Assistanat - Bureautique - Classement des Factures,,,,Expérience entre 2 ans et 5 ans,GROUPE TECTRA,Bac+2,,,TECTRA MAROC recrute pour le compte de son client un  Opérateur de Saisie.    Les missions principale sont :    La saisie des documents  Le classement des factures,Casablanca-Mohammedia,,24.05.2025,
Technicien Réseau - Rabat et Casablanca,,CDI,Tourisme - VPN - WAN,,,,Débutant < 2 ans,CAISSE MANAGER,Bac+2,,,"Caisse Manager  est une solution innovante de gestion de caisse destinée aux commerçants, restaurateurs et petites entreprises. Conçu pour simplifier la gestion des transactions et des opérations quotidiennes, Caisse Manager permet de suivre facilement les ventes, gérer les stocks, et analyser les performances grâce à une interface intuitive et accessible.  Nous sommes à la recherche d’un  Technicien Réseau.    Missions :   En tant que Technicien Réseau, vous aurez pour principales missions :   Installer, configurer et maintenir les équipements réseaux (routeurs, switchs, serveurs, points d’accès Wi-Fi, câblage, etc.).  Assurer la gestion et le dépannage des infrastructures réseau (LAN, WAN, Wi-Fi, VPN)....",Casablanca-Mohammedia & Rabat-Salé-Kénitra,,23.05.2025,
Technicien SI - Casablanca,,CDI,,,,,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,EDVANTIS HIGHER EDUCATION GROUP,Bac+2 & Bac+3,,,"Dans le cadre de son développement, le groupe  Edvantis  recrute pour son campus à Casablanca un(e)  Technicien SI .    Missions :    Assurer le Helpdesk,   Assurer la maintenance des systèmes informatiques,   Régler les problèmes informatiques.",Casablanca-Mohammedia,,22.05.2025,
Développeur ERP Finance - Rabat,,CDI,C# - JAVA - ORACLE - SAP - SQL,,,,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,EDVANTIS HIGHER EDUCATION GROUP,Bac+4 & Bac+5 et plus,,,"Nous recherchons un  Développeur ERP Finance  expérimenté pour rejoindre notre équipe, avec une formation solide et 4 ans ou plus d'expérience dans le développement, la configuration et la maintenance des systèmes erp et les modules financiers.",Rabat-Salé-Kénitra,,21.05.2025,
Commercial Sédentaire - Temara,,CDI,Banque - Comptabilité - Devis - Finance - Gestion - Rapports Financiers - Vente,,,,Expérience entre 2 ans et 5 ans et plus,ALUNIONPROFIL SYSTEME,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,"Nous recherchons un  Commercial Sédentaire  pour rejoindre notre équipe logistique.   Missions :    Gérer les devis, les commandes et les livraisons des produits,  Répondre aux appels téléphoniques et aux e-mails des clients,  Gérer les finances du comptoir, y compris les ventes, les dépenses,  Développer le chiffre d’affaires de l’entreprise,  Négocier les contrats et les tarifs avec les clients,  Développer les ventes en établissant des relations solides avec les clients existants,  Conseiller, accueillir et fidéliser les clients,  Gérer les réclamations et les litiges,  Assurer le travail en mode projet avec les autres départements pour assurer la satisfaction des clients,  Effectuer les opérations de caisse et...",Rabat-Salé-Kénitra,,20.05.2025,
Développeur Odoo - Casablanca,,CDI,API - LINUX - POSTGRESQL - PYTHON - REST - UBUNTU - XML,,,,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,KARTNER INVEST,"Bac+3, Bac+4 & Bac+5 et plus",,,"Nous sommes à la recherche d'un  Développeur Odoo.    Vos missions :    Participer à l’analyse des besoins métiers des clients et proposer des solutions adaptées.  Paramétrer et personnaliser les modules Odoo pour répondre aux exigences des processus métier.  Assurer la mise en œuvre technique et fonctionnelle de la solution Odoo, en garantissant la qualité et le respect des délais.  Former les utilisateurs et assurer un support après déploiement pour garantir une adoption optimale de la solution.  Collaborer avec les équipes internes et les clients pour gérer efficacement les projets d'implémentation Odoo",Casablanca-Mohammedia,,17.05.2025,
Product Owner Senior – Secteur Recrutement (Présentiel) - Rabat,,CDI,AGILE - AZURE - Gestion - JIRA - Leadership - Management - SCRUM - SQL - Stratégie,,,,Débutant < 2 ans et plus,AFRICAWORK,"Bac+3, Bac+4 & Bac+5 et plus",,,"Nous recherchons un  Product Owner Senior  passionné par l'innovation digitale, avec une expertise avérée dans la gestion de produits et une solide compréhension des enjeux liés aux ressources humaines et au recrutement. Si vous êtes un leader visionnaire, capable de piloter des projets ambitieux et de travailler en étroite collaboration avec des équipes pluridisciplinaires, nous vous invitons à rejoindre notre équipe pour façonner l'avenir des solutions digitales dans le secteur du recrutement.   Vos responsabilités :     Définir et piloter la vision produit  : Élaborer la stratégie produit en alignement avec les objectifs business et définir la roadmap pour les années à venir.   Recueillir et analyser les besoins des...",Rabat-Salé-Kénitra,,16.05.2025,
Technicien de Bâtiment - Bureau d´Études - Temara,,CDI,CAO - Conception Assistée par Ordinateur - Menuiserie - Menuiserie Aluminium,,,,Expérience entre 2 ans et 5 ans et plus,ALUNIONPROFIL SYSTEME,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,Nous recherchons un  Technicien de Bâtiment - Bureau d’Études  expérimenté pour rejoindre notre bureau d'études.   Missions :    Participer à la conception et à la planification de projets de débitage et chiffrages des projets de menuiserie aluminium  Réaliser des études de faisabilité et des analyses techniques  Élaborer des plans et des devis pour les projets de menuiserie  Collaborer avec les autres membres de l'équipe pour assurer la qualité des projets  Utiliser les logiciels de débitage-chiffrages des projets aluminium  Participer à la rédaction de rapports techniques et de documents de présentation,Rabat-Salé-Kénitra,,15.05.2025,
Technicien Devis - Casablanca,,CDI,Amélioration Continue - BTP - Chiffrage - Fabrication - Fabrication Mécanique - Machines - Maintenance - Process - Qualité - SAP,,,,Expérience entre 2 ans et 5 ans,SELHA MAROC,Bac+2,,,"Nous sommes à la recherche d'un  Technicien  Devis.    Missions :    Analyser la nomenclature du client et s'assurer de la complétude du dossier de définition client, rechercher les informations sur les différents supports le cas échéant.  Préparer le fichier de chiffrage Matière avant de le transmettre à la Direction achat  Réaliser le chiffrage détaillé des coûts et des temps de main d'œuvre hommes et machines nécessaire à la réalisation de cartes ou d'ensembles électroniques en réponse aux appels d'offres, aux demandes de nouveaux chiffrages suite à une évolution technique du produit ou à une absence d'information  Réaliser l'analyse d'impact technique des résultats obtenus et...",Casablanca-Mohammedia,,15.05.2025,
Développeur LARAVEL freelance - Travail à Distance,,Freelance,LARAVEL - PHP,,,,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,EMPLOI.MA,"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",,,Nous recherchons un  Développeur LARAVEL freelance  (5 ans minimum d'expérience en LARAVEL obligatoire).   Missions :   Vous développez nos plateformes basées sur LARAVEL :   Réalisation / développement de modules ;  Préparation des spécifications ;  Développement de nouvelles fonctionnalités.,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,,15.05.2025,
Développeur DRUPAL freelance - Travail à Distance,,Freelance,DRUPAL - LARAVEL - PHP,,,,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,EMPLOI.MA,"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",,,Nous recherchons un  Développeur DRUPAL freelance  (5 ans minimum d'expérience en DRUPAL obligatoire).   Missions :   Vous développez nos plateformes basées sur DRUPAL :   Réalisation / développement de modules ;  Préparation des spécifications ;  Développement de nouvelles fonctionnalités.,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,,15.05.2025,
Stagiaire Technicien IT - Marrakech,,Stage,,,,,"Etudiant, jeune diplômé",BEINTERIM,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,Nous sommes a la recherche pour l'un de nos clients sur Marrakech des  Stagiaires Techniciens IT.,Marrakech-Safi,,14.05.2025,
Technicien IT  - Bouskoura,,CDI,FORTINET - MICROSOFT - TCP IP - VEEAM - VMWARE,,,,Expérience entre 2 ans et 5 ans et plus,SEPALUMIC,"Bac+3, Bac+4 & Bac+5 et plus",,,"Nous sommes à la recherche d'un  Technicien IT.    Missions :     Support Technique :   Répondre aux demandes d’assistance technique des utilisateurs (par téléphone, email ou en personne).  Diagnostiquer et résoudre les problèmes matériels et logiciels.  Gérer et suivre les tickets d’incidents jusqu’à leur résolution.     Maintenance et Gestion des Équipements :   Installer, configurer et mettre à jour le matériel informatique et les logiciels.  Assurer la maintenance préventive et corrective des équipements.  Gérer les inventaires de matériel et logiciels.     Sécurité et Sauvegardes :   Veiller à la sécurité des systèmes informatiques en appliquant les politiques de sécurité du groupe.  Réaliser les...",Casablanca-Mohammedia,,13.05.2025,
Administrateur Systèmes et Sécurité H/F - Casablanca,,CDI,BASH - DBASE - Formation en Informatique - Help Desk - HYPER V - Installation de Système - ITSM - LABWINDOWS - LINUX - Management System - NAGIOS - NAS - POWERSHELL - PROXY - Supervision NAGIOS - Support Technique - VEEAM - VM - VMWARE - VPN - ZABBIX,,,,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,SEPALUMIC,Bac+2 & Bac+3,,,"Entreprise industrielle recherche son  Administrateur Systèmes et Sécurité H/F  afin de renforcer la direction des systèmes d'information pour la région de Casablanca, voici les principales missions:   Surveiller, configurer, entretenir et dépanner les équipements et les logiciels métiers et gérer leurs licences  Gérer les systèmes d'exploitation « Windows Server, Linux » et les serveurs physiques et virtuels : (Installation, configuration, mise à jour, sécurisation, gestion des utilisateurs, gestion des droits d’accès et des services réseaux)  Assurer la maintenance et la mise à jour des systèmes (Antivirus et Patch de sécurité)  Administrer les plateformes virtuelles « VMware,...",Casablanca-Mohammedia,,10.05.2025,
Responsable SI  - Mohammedia,,CDI,SAGE,,,,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,BEINTERIM,Bac+5 et plus,,,"Nous sommes à la recherche d'Un(e)  Responsable SI , pour notre client spécialisé dans la distribution des produits pétroliers en plein développement de ses activités:    Responsabilités principales :    La conception et la mise en œuvre du schéma directeur informatique de l’entreprise avec une force de proposition des solutions SI adaptées  La priorisation des projets SI  La définition et le suivi du budget SI  L’organisation et l’animation des comités de pilotage utilisateurs, avec les directions métiers, support et direction générale  L’optimisation du matériel, des réseaux et plus généralement des infrastructures IT de l'entreprise",Casablanca-Mohammedia,,08.05.2025,
Technicien IT - Casablanca,,Intérim,,,,,Débutant < 2 ans,TECTRA AGENCE AIN SBAA,Bac+2,,,Nous sommes à la recherche des  Techniciens IT.,Casablanca-Mohammedia,,08.05.2025,
Infographiste Expérimenté - Tanger,,CDI,Communication - Création Graphique - Design - ILLUSTRATOR - Marketing - PAO,,,,Expérience entre 2 ans et 5 ans,SOLU-PERFORMANCE,Bac+2 & Bac+3,,,"Nous sommes à la recherche d’un(e)  Infographiste  expérimenté(e) pour rejoindre une équipe créative de l'un de nos clients.   Si vous avez un sens aigu de l'esthétique, une maîtrise parfaite des outils de conception graphique et une envie de relever des défis créatifs, ce poste est fait pour vous !   Missions principales    Concevoir et réaliser des visuels percutants pour nos supports de communication (print et digital).  Recevoir un bief et reformuler le contexte textuel en création graphique (maquettes, flyers, affiches, site Internet, etc.).  Participer au développement de campagnes visuelles innovantes.   Participer à la création d’interfaces et la révision du design des solutions...",Tanger-Tétouan-Al Hoceïma,,08.05.2025,
Consultant Technico Fonctionnel Odoo  - Casablanca,,CDI,API - LINUX - POSTGRESQL - PYTHON - REST - UBUNTU - XML,,,,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,KARTNER INVEST,"Bac+3, Bac+4 & Bac+5 et plus",,,"Nous sommes à la recherche d'un  Consultant Technico Fonctionnel Odoo.    Vos missions :    Participer à l’analyse des besoins métiers des clients et proposer des solutions adaptées.  Paramétrer et personnaliser les modules Odoo pour répondre aux exigences des processus métier.  Assurer la mise en œuvre technique et fonctionnelle de la solution Odoo, en garantissant la qualité et le respect des délais.  Former les utilisateurs et assurer un support après déploiement pour garantir une adoption optimale de la solution.  Collaborer avec les équipes internes et les clients pour gérer efficacement les projets d'implémentation Odoo",Casablanca-Mohammedia,,06.05.2025,
Chargé Développement SI (Développeur .NET),,CDI,ASP - BOOTSTRAP - C# - ENTITY FRAMEWORK - JQUERY - MVC - NET - SQL,,,,Expérience entre 2 ans et 5 ans,BOTTU,Bac+5 et plus,,,"Nous sommes à la recherche d'un  Chargé Développement SI.      Missions :     Participer à la conception, le développement des applications informatiques  Assurer le maintien et la mise en production de ces applications.",Casablanca-Mohammedia,,02.05.2025,
Technicien Help Desk  - Casablanca,,CDI,SAP,,,,Expérience entre 2 ans et 5 ans et plus,TECTRA CASA BOURGOGNE – RECRUTEMENT,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,"Nous recrutons pour notre client opérant dans le secteur de la grande distribution,  Technicien Help Desk.    Missions principales :   Votre mission consistera à prendre en charge les sollicitations des clients internes ou des fournisseurs de notre client afin de résoudre les problèmes ou de répondre aux questions des utilisateurs par téléphone / mail.   Vos principales activités seront :     Prendre en compte les sollicitations (appels ou mails) des clients internes ou des fournisseurs   Enregistrer les incidents, les anomalies de fonctionnement signalées, les demandes d'information ou les réclamations dans l'outil de gestion des demandes   Qualifier, diagnostiquer et résoudre les incidents ou les...",Casablanca-Mohammedia,,01.05.2025,
Technicien Support - Casablanca,,"CDI, CDD & Stage",,,,,Débutant < 2 ans et plus,LACAISSE.MA,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,"Nous recrutons pour le compte de notre société spécialisée dans le secteur digital , caisse enregistreuses et bornes de commande un  Technicien Support.    Vos missions :    Installation et livraison du matériel aux clients  Traitement des demandes et réclamation clients par téléphone  Formation sur le logiciel et suivi après vente   Coordination entre la direction technique et administrative pour le suivi des demandes clients",Casablanca-Mohammedia & Marrakech-Safi,,30.04.2025,
Conseillée Expert Cuisine B to C (H/F) - Casablanca,,CDI,Aménagement - Aménagement Intérieur - BTP - Commercialisation - Conception de Dessin - Design - Vente,,,,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,IXINA,Bac+2 & Bac+3,,,"IXINA  Franchise de Cuisine Haut de gamme, conforte son développement avec 4 points de vente sur le Maroc et plus de 350 repartis dans à l’internationale. Notre ambition, avoir 100% de client satisfait et ceux de la vente à la réception de leur cuisine.  Rejoignez l'équipe IXINA, devenez un(e) Futur «  Conseillé(e) Expert Cuisine B to C (H/F)  » qui sera responsable de fournir un service client exceptionnel et des solutions personnalisés au client.    Responsabilités :     Accueillir les clients et les conseiller sur nos produits et services  Comprendre les besoins des clients et proposer des solutions adaptées  Créer des designs et des plans en utilisant notre logiciel de...",Casablanca-Mohammedia,,29.04.2025,
Professeurs Permanents en Design Graphique - Casablanca,,CDI,Design,,,,Expérience entre 2 ans et 5 ans et plus,EDVANTIS HIGHER EDUCATION GROUP,Bac+5 et plus,,,"Dans le cadre de son développement, le groupe  Edvantis  recrute pour son campus à Casablanca des  Professeurs Permanents en Design Graphique  .      Missions :     Enseignement (cours et des Travaux Dirigés) et autres activités pédagogiques  Encadrement pédagogique et suivi de projets étudiants  Recherche scientifique dans le domaine de spécialisation.",Casablanca-Mohammedia,,25.04.2025,
Professeur Permanent en Informatique  - Casablanca,,CDI,Enseignement,,,,Expérience entre 2 ans et 5 ans et plus,EDVANTIS HIGHER EDUCATION GROUP,Bac+5 et plus,,,"Dans le cadre de son développement, le groupe  Edvantis  recrute pour son campus ISGA à Casablanca des  Enseignants Chercheurs Permanents en Informatique.      Missions:     Enseignement (cours et des Travaux Dirigés) et autres activités pédagogiques  Encadrement pédagogique et suivi de projets étudiants  Recherche scientifique dans le domaine de spécialisation.",Casablanca-Mohammedia,,25.04.2025,
Développeur Profil DevOps (H/F)  - Rabat,,CDI & CDD,APACHE - Assurance - BASH - CLUSTER - Comptabilité - DU - Finance - Formation - Gestion - LAMP - LINUX - Maintenance - MYSQL - NET - Production - PYTHON - Qualité,,,,"Etudiant, jeune diplômé et plus",YCN DEV MAROC,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,"Notre société, filiale d'une entreprise française spécialisée dans la  DATA B2B  depuis 25 ans, recrute un  Développeur de Profil DevOps  afin de renforcer son équipe IT.  Notre société offre à une clientèle de moyennes et grandes entreprises des prestations de services informatiques. La culture d’entreprise est orientée vers l’Engagement, le Travail d’équipe et le Respect avec la possibilité pour chacun de s’épanouir et de progresser.    Missions :     Développement des interfaces clients et Back-Office  Maintenance et évolution des outils existants  Mise en place des infrastructures d’hébergement et d’exploitation associées  Assurer les évolutions fonctionnelles et le maintien en...",Rabat-Salé-Kénitra,,24.04.2025,
Responsable Applicatif IT - Casablanca,,Freelance,CICS - COBOL - DB2 - JCL - LINUX - ORACLE - SQL - VSAM,,,,Expérience entre 2 ans et 5 ans et plus,VISION BUSINESS CONSULTING,Bac+5 et plus,,,"Nous sommes à la recherche d'un  Responsable Applicatif IT.   En tant que Responsable Applicatif IT (IT Application Owner), vous serez en charge de la gestion, de l’optimisation et de la maintenance des applications bancaires. Vous assurerez le bon fonctionnement des applications critiques en collaboration avec les équipes build et TMA. Vous jouerez un rôle clé dans l’amélioration continue de l’efficacité des applications et leur conformité aux exigences réglementaires du secteur bancaire.   1. Gestion des Applications Bancaires    Assurer le suivi et la supervision des applications sous votre responsabilité pour garantir leur disponibilité, performance et fiabilité.  Assurer la maintenance évolutive...",Casablanca-Mohammedia,,23.04.2025,
Développeur Sage X3 - Casablanca,,CDI,SAGE,,,,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,VISION BUSINESS CONSULTING,"Bac+3, Bac+4 & Bac+5 et plus",,,Une société industrielle recrute un  Développeur Sage X3.    Missions  :   Développer les modules Sage X3 en fonction des besoins métiers et exigences de la DG;  Assurer la maintenance de l’ERP Sage X3 ;  Assurer un support technique aux utilisateurs.,Casablanca-Mohammedia,,22.04.2025,
Chef de Projet Sage X3 - Casablanca,,CDI,SAGE,,,,Expérience entre 5 ans et 10 ans,VISION BUSINESS CONSULTING,Bac+5 et plus,,,Une société industrielle à Casablanca recrute un  Chef de Projet Sage X3 .   Principales missions :    Piloter l’ensemble du cycle de vie du projet Sage X3;  Développer des solutions sur mesure selon les besoins de la DG;  Paramétrer et configurer l’ERP Sage X3.,Casablanca-Mohammedia,,22.04.2025,
Infographiste Professionnel  - Tanger,,CDI & CDD,AUTOCAD - Infographie,,,,Expérience entre 2 ans et 5 ans et plus,SOLU-PERFORMANCE,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,"Nous cherchons un  Infographiste Professionnel  talentueux et créatif pour rejoindre l'équipe de l’un de nos clients . Si vous êtes passionné par le design graphique et que vous maîtrisez les outils de création visuelle, cette opportunité est faite pour vous !    Missions :     Concevoir des visuels attrayants pour le print et le digital (affiches, brochures, bannières web, etc.).  Collaborer avec l'équipe marketing pour créer des supports de communication efficaces.  Assurer la cohérence graphique sur tous les supports de l'entreprise.  Suivre les tendances du design pour proposer des idées innovantes.",Tanger-Tétouan-Al Hoceïma,,16.04.2025,
Technicien en Gestion de Base de Données - Marrakech,,CDI,DBASE - EKIP - LINUX - MYSQL - ORACLE - SQL,,,,Expérience entre 2 ans et 5 ans et plus,MTS SYSTEM,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,,"Nous sommes une structure basée à Marrakech depuis 2006, sous-traitant d’un grand Groupe Français leader dans le développement et la distribution de solutions pour tous commerces de proximité et grandes enseignes depuis 1989 (paiement, encaissement, systèmes de sécurité, applications digitales de gestion…)   Nous sommes à la recherche des  Techniciens en Gestion de Base de Données.     Missions :     Mise en place des patchs EKIP   Relance des batchs et scripts d’interfaces   Mise en place du monitoring",Marrakech-Safi,,15.04.2025,
Développeurs Full stack Junior Web/Mobile - Marrakech,,CDI,ANDROID - C# - FULL STACK - JAVA - JAVASCRIPT - NET,,,,Expérience entre 2 ans et 5 ans,MTS SYSTEM,Bac+5 et plus,,,"Société à rayonnement international, implantée à Marrakech depuis 2006, spécialisée dans la distribution et le développement d’applications commerciales et monétiques, est à la recherche de  Développeurs Full Stack.       Missions   :   Sous la direction d’un chef de projet, au sein d’une équipe de développeurs, vous participerez à la conception et au développement technique de nouvelles applications web et/ou mobile.         Activités principales :     Développement des applications :    Rédiger les lignes de codes nécessaires à la création d’une application  Appliquer les règles de navigation, créer des liens entre les pages  Développer les interfaces  Corriger et optimiser les fonctionnalités...",Marrakech-Safi,,15.04.2025,
