title,company_name,description,posted_date:,niveau d'études requis,niveau d'expérience,contract_type,Region,Competence
Expert Intégration et Homologation SAB AT - Casablanca,VISION BUSINESS CONSULTING,"Pour notre client en secteur bancaire, dans le cadre du projet de montée de version SAB AT6, incluant :    Le déploiement d’une nouvelle plateforme technique,    L’upgrade applicatif des modules SAB,    Le report des développements spécifiques vers une version standardisée,    Et la refonte de la structure de la base de données,    Nous recherchons un  Expert Intégration et Homologation SAB AT  pour piloter le chantier IT/Métier de bout en bout.    Missions  :   En tant qu’Expert Intégration & Homologation, vous serez responsable de :    Piloter l’intégration et l’homologation IT / Métier du projet,    Définir les objectifs, le planning et le budget de votre chantier,    Veiller à la...",05.06.2025,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,ALM
ANGULAR Developer (M/F),AFRICASHORE,"We are looking for  ANGULAR Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Working within a Team to determine needs and applying / customizing existing technology to meet those needs. 
	 Producing detailed specifications and writing the program codes that perform efficiently. 
	 Write clean, scalable, reusable code using ANGULAR framework such as LumX, NGX-Bootstrap, Vue.js etc. 
	 Be responsible for providing technical guidance or solutions. 
	 Define, advocate, and implement best practices and coding standards for the team. 
	 Develop and guide the team members in enhancing their technical capabilities and increasing productivity. 
	 Manage, train...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,BOOTSTRAP - CSS3 - CVS - GIT - JAVASCRIPT - JQUERY - LESS - MVC - MYSQL - REST
DevOps Engineer (M/F),AFRICASHORE,"We are looking for  DevOps Engineer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Ensure effective Design, Development, Validation and Support activities. 
	 Defining and setting development, test, release, deploy/implementation for DevOps operation. 
	 To play a key role in the overall estimation of work requirements. 
	 Be a key contributor to building efficient programs/ systems. 
	 Application Development and Maintenance. 
	 Knowledge of design principles and fundamentals of architecture. 
	 Knowledge of quality processes and estimation techniques. 
	 Basic understanding of project domain. 
	 Ability to translate functional / nonfunctional requirements...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - APACHE - ARTIFACTORY - AZURE - CVS - DOCKER - DYNATRACE - ECLIPSE - GIT - GITLAB - GROOVY - JAVA - JAVASCRIPT - JBOSS - JENKINS - JIRA - LESS - LINUX - ORACLE - POSTGIS - POSTGRESQL - PYTHON - SCRUM - SHELL - SONARQUBE - WEBLOGIC
DOTNET Developer (M/F),AFRICASHORE,"We are looking for  DOTNET Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Working within a Team to determine needs and applying / customizing existing technology to meet those needs. 
	 Producing detailed specifications and writing the program codes that perform efficiently. 
	 Write clean, scalable, reusable code using.NET programming languages. 
	 Advanced conceptual understanding of at least one Programming Language. 
	 Advanced conceptual understanding of one database and one Operating System. 
	 Understanding of Software Engineering with practice in at least one project. 
	 Exposure to Design Principles and ability to understand Design...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,API - ASP - C# - CSS - CVS - DOTNET - FRONT END - HTML - HTTP - LINUX - MVC - MYSQL - NET - QUERY - REST - SOAP - SQL
IOS Developer (M/F),AFRICASHORE,"We are looking for  iOS Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
     
 
	 Implement, develop, and fix code according to corporate coding standards. 
	 Design and build advanced applications for the iOS platform. 
	 IOS Developer, who is responsible for App development with quality and by following the best practices. 
	 Ability to write scalable and maintainable code. 
	 Coordinate with other team members to ensure that all TMs are in sync. 
	 Be self-starter and goal-oriented with strong analytical and problem-solving skills. 
	 Ability to work cooperatively within a strong diverse technical community to expedite development tasks. 
	 Collaborate...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - APP - COCOA - CVS - FOUNDATION - GIT - SWIFT - TMS
JAVA Developer (M/F),AFRICASHORE,"We are looking for  JAVA Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Working within a Team to determine needs and applying / customizing existing technology to meet those needs. 
	 Producing detailed specifications and writing the program codes that perform efficiently. 
	 Write clean, scalable, reusable code using JAVA Framework sach as Spring, Struts, JSF, GWT etc. 
	 Lead a team closely with complete authority and accountability to deliver high quality software products in a fast-paced environment. 
	 Guide your team members on latest technologies including Java, Spring, Spring-Boot, Angular, Hibernate, Grails, Groovy, Kafka, Redis, Hazelcast...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - API - BOOTSTRAP - CONFLUENCE - CVS - GIT - GRAILS - GROOVY - GWT - HIBERNATE - HTML - JAVA - JAVASCRIPT - JENKINS - JIRA - JQUERY - JSF - MYSQL - ORACLE - REDIS - SPRING - STRUTS
JAVA JEE Developer (M/F),AFRICASHORE,"We are looking for  JAVA JEE Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Good exposure to Core Java, MySQL server as DB. 
	 Maintain source code control of all application code, scripts, and database definition language. 
	 Design, Develop, Implement and/or Manage project. 
	 Responsible for development, focusing on designs, coding, testing, quality assurance of complex product features in a development team. 
	 Show initiative and drive topics to resolution in a high level of quality, speed, reliability and efficiency considering the essential non-functional requirements. 
	 Analyzing clients' requirements and produce technical proposals,...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - ANGULAR JS - AZURE - BIG DATA - CASSANDRA - COUCHBASE - CSS - CVS - DOCKER - GIT - HADOOP - HIBERNATE - HTML - J2EE - JAVA - JAVA JEE - JAVASCRIPT - JBOSS - JENKINS - MAVEN - MVC - MYSQL - NOSQL - ORACLE - REDIS - REST - SOAP - SPARK - SPRING - SQL - STRUTS - WEBLOGIC
JAVASCRIPT Developer (M/F),AFRICASHORE,"We are looking for  JAVASCRIPT Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Primarily responsible for developing software components using Core JavaScript, HTML5 and CSS. 
	 Ensure designs are in compliance with specifications. 
	 Prepare and produce releases of software components. 
	 Help maintain code quality, organization, unit tests and automation. 
	 Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review. 
	 Building sustainable coding that may be used in the future. 
	 Modifying designs and specifications of complex applications. 
	 Analyzing code, requirements, system...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ANGULAR JS - API - BACKBONE JS - CSS - CVS - DOJO - HTML - JAVASCRIPT - JENKINS - JQUERY - MONGODB - ORACLE
KOTLIN Developer (M/F),AFRICASHORE,"We are looking for  KOTLIN Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
     
 
	 Working directly with developers and product managers to conceptualize, build, test and release products. 
	 Carefully evaluate the technical trade-offs of every decision. 
	 Work on bug fixing and improving application performance. 
	 Deliver quality code in an efficient manner. 
	 Continuously discover, evaluate, and implement new technologies to maximize development efficiency. 
	 Optimizing performance for the apps and keep up to date on the latest industry trends in the mobile technologies. 
	 Collaborating with UI and UX Designers, as well as Software Testers, to...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - ANDROID - API - APP - AZURE - CVS - DNS - DOCKER - GIT - JAVA - JENKINS - LOAD BALANCING - MAC - MAVEN - MVVM - OPENSTACK - PAAS - SDK - TCP IP - TDD - UDP - XML
LARAVEL Developer (M/F),AFRICASHORE,"We are looking for  LARAVEL Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
     
 
	 Develop, test, and maintain applications to specified designs & standards in Laravel. 
	 Develop & implement modern web services using service-oriented architecture, RESTful APIs, and SOAP. 
	 Write and execute unit tests. 
	 Implement front-end interfaces & experiences with modern HTML/CSS/jQuery. 
	 Test, troubleshoot, and optimize application components for maximum speed, security, stability and scalability. 
	 Developing and maintaining dynamic websites and web applications. 
	 Develop and deploy new features to facilitate related procedures and tools if...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AJAX - CODEIGNITER - CSS - CVS - GIT - HTML - JAVASCRIPT - JQUERY - LARAVEL - MARIADB - MVC - MYSQL - NOSQL - QUERY - SOAP - SQL - TFS
NODE.JS Developer (M/F),AFRICASHORE,"We are looking for  NODE.JS Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
     
 
	 Design and develop business logic and backend services for full-scale applications. 
	 Be responsible for designing, coding, testing, and implementing web applications. 
	 Write scalable, robust, testable, efficient, and easily maintainable code for our online comparison calculators and internal tools. 
	 Be responsible for system design and application development of web applications. 
	 Documenting Node.js processes, including database schemas, as well as preparing reports. 
	 Design and implementation of low-latency, high-availability, and high-performance applications...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,BOOTSTRAP - CSS3 - CVS - DOCKER - GIT - JAVASCRIPT - JIRA - JQUERY - JSON - LESS - MONGODB - MVC - MYSQL - NODE JS - NOSQL - POSTGRESQL - REACT - REDIS - REST - SQL - XML
OBJECTIVE-C Developer (M/F),AFRICASHORE,"We are looking for  OBJECTIVE-C Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Design and build advanced applications for the iOS platform. 
	 Analyze client business requirements and user experience to shape, design, and build custom mobile experiences for the clients. 
	 Collaborate with cross-functional teams to define, design, and ship new features. 
	 Ensure the performance, quality, and responsiveness of applications. 
	 Unit-test code for robustness, including edge cases, usability, and general reliability. 
	 Work on bug fixing and improving application performance. 
	 Help maintain code quality, organization, and automatization. 
	 Work on...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ANDROID - APP - COCOA - CSS - CVS - EDGE - GIT - HTML - JAVASCRIPT - JQUERY - JSON - LINUX - MAC - MERCURIAL - OSX - REST - SWIFT - XML
PHP Developer (M/F),AFRICASHORE,"We are looking for  PHP Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Writing clean, fast code PHP to a high standard, in a timely and scalable way. 
	 Design E-Commerce websites and Dashboards using PHP, and Strong Knowledge on Integrations Like, Payment gateway, APi s etc. 
	 Establishing and guiding the website s architecture. 
	 Conducting analysis of website and application requirements. 
	 Writing back-end code and building efficient PHP modules. 
	 Developing back-end portals with an optimized database. 
	 Updating and altering application features to enhance performance. 
	 Helping formulate an effective, responsive design and turning it...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AJAX - API - CODEIGNITER - CSS3 - CVS - GIT - JAVASCRIPT - LARAVEL - MAGENTO - MERCURIAL - MONGODB - MVC - MYSQL - NOSQL - ORACLE - SQL - SYMFONY - XML - ZEND
PYTHON Developer (M/F),AFRICASHORE,"We are looking for  PYTHON Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Design, implement, maintain and deploy applications. 
	 Convert specifications and requirements into functional application code. 
	 Demonstrate focus on quality (unit testing, system testing, user acceptance testing) and product support ownership... 
	 Support deployments and releases. 
	 Creating products that are user-friendly, effective and appealing. 
	 Enforce good programming practices. 
	 Contribute to develop, maintain and improve in house python applications. 
	 Work closely with other development teams to ensure successful implementation of applications. 
	 Conduct...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - API - CSS - CVS - DJANGO - HTML - PYTHON - SCRUM - SQL - TORNADO
QA Tester (M/F),AFRICASHORE,"We are looking for  QA Tester  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:   
   
 
	 Work on tasks identified in the testing strategy and plan. 
	 Be responsible for the accurate recording of defects and the collation of metrics and KPI information for reporting purposes. 
	 Articulation of defects in detailed manner, assigning defects to technical teams, capturing target fix dates. 
	 Identifie the tasks and resources needed to ensure that their specific portion of the testing process meets software quality requirements prior to release into a live environment. 
	 Establish the testing process such as test automation, performance testing, testing process, test...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - API - APP - CVS - JAVA - MAVEN - MYSQL - SCRUM - SELENIUM - SQL
REACT Developer (M/F),AFRICASHORE,"We are looking for  REACT Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:   
   
 
	 Responsible for requirement analysis, Design and Development of modules. 
	 Using React and Redux, design and develop user interface components for JavaScript-based online and mobile apps. 
	 Develop new user-facing features. 
	 Build reusable code and libraries for future use. 
	 Ensure the technical feasibility of UI/UX designs. 
	 Writing application interface codes using JavaScript following react.js workflows. 
	 Review code, elicit requirements and design specifications. 
	 Prepares the deployment documents and deploys the code. 
	 Reports status to Project management...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,BOOTSTRAP - CSS - CVS - GIT - JAVA - JAVASCRIPT - JQUERY - LESS - REACT
RUBY ON RAILS Developer (M/F),AFRICASHORE,"We are looking for  RUBY ON RAILS Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Providing enhancements to the application platform with specific emphasis on sound fundamental development methodology in Ruby on Rails. 
	 Design and develop responsive, high performing web applications using modern techniques and frameworks as well as write tests and perform code reviews in a dynamic, fast paced agile environment. 
	 Maintain responsibility for analysis of Incident Tickets & Resolution, supply to Continual Service Improvement Programs. 
	 Writte and maintain reliable Ruby code. 
	 Integrating user-facing elements designed by the front-end team...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - CSS - CVS - DOCKER - GIT - HTML - JAVASCRIPT - JIRA - JQUERY - MONGODB - MYSQL - POSTGRESQL - RUBY ON RAILS
SWIFT Developer (M/F),AFRICASHORE,"We are looking for  SWIFT Developer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 We are looking for an iOS/Swift developer responsible for the development and maintenance of applications aimed towards iOS and OS X, including mobile phones, tablets, and full. 
	 Plan, design and build advanced and build secure applications for iOS and OS X platform. 
	 Monitor the performance, quality, and responsiveness of company s applications. 
	 Work with the rest of the team to define, design, and develop new features. 
	 Find and fix bugs in a timely manner. 
	 Worked in Agile / SCRUM Methodology. 
	 Help maintain high-level code quality, organization and...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - CVS - GIT - MERCURIAL - REST - SCRUM - SWIFT
Test and Validation Engineer (M/F),AFRICASHORE,"We are looking for  Test and Validation Engineer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Develop and apply design verification and validation protocols based on system requirements and approved procedures and standards (ISO, IEC and FDA). 
	 Identify tasks required to complete projects in accordance with Design Control procedures. 
	 Propose technical solutions and associated schedules to complete projects on time. 
	 Design and build test benches; follow up maintenance and calibration. 
	 Create, analyse and summarise documentation of verification and validation results for internal reviews and regulatory submissions. 
	 Supervise and perform...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CVS - RHEL - SUSE
Test Automation Engineer (M/F),AFRICASHORE,"We are looking for  Test Automation Engineer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:  
   
 
	 Develop, maintain, and execute automation tests. 
	 Develop and maintain test automation architecture and frameworks. 
	 Write complex scripts in one or more programming languages. 
	 Ensure scalability of automation and Continuous Integration across the solution. 
	 Assist in analysis and piloting of best-in-class automation testing tools and propose commission and use to relevant stakeholders. 
	 Design and develop strategic automated tests while maintaining and enhancing frameworks and test tools. 
	 Reviews specifications to determine software engineering...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,API - CVS - GIT - GITLAB - JAVASCRIPT - JENKINS - LINUX - MATRIX - MYSQL - ORACLE - PYTHON - SHELL - SQL
UX / UI Designer (M/F),AFRICASHORE,"We are looking for  UX / UI Designer  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
   
  Mission:   
     
 
	 Design graphic user interface elements, like menus, tabs, and widgets. 
	 Be in proactive mode to instill new approaches in design. 
	 Produce and enhance wireframes, interactive prototypes, user flow diagrams, and other UI-UX design solutions for Desktop & Mobile products. 
	 Create visuals for the web (editing, photo, video, etc.). 
	 Develop UI mockups and prototypes that clearly illustrate how sites function and look like. 
	 Create mock-ups in accordance with the graphic charter of the brand or product. 
	 Design interfaces for web and mobile. 
	 Build page...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AJAX - BOOTSTRAP - CSS - CVS - GIT - HTML - ILLUSTRATOR - JAVASCRIPT - PHOTOSHOP
AWS Cloud Architect (M/F),AFRICASHORE,"We are looking for  AWS Cloud Architect  profiles / CVs to share with our clients for their future recruitment campaigns.    Mission:    
 
      Support and advise clients in the adoption and deployment of AWS services (IT Strategy, Opportunity Study, Audit, Framework and Roadmap).  
      Design solution platforms integrating AWS reference services (Serverless Architecture, Analytics, IoT, EKS, ...) in Native Cloud and Hybrid Cloud contexts.  
      Conduct research, tests, and execute new techniques which could be reused and applied to the project.  
      Accountable for designing, building, and optimizing automation systems that help to execute business web and data infrastructure platforms.",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - ALM - BASH - CVS - DNS - DOCKER - HTTP - IOT - JENKINS - LOAD BALANCING - PUPPET - PYTHON - REACT - SCRUM - SSL
AWS Solutions Architect (M/F),AFRICASHORE,"We are looking for  AWS Solutions Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Design a robust, secure and optimized AWS architecture to implement large scale enterprise data solutions and applications.  
      Develop and deliver AWS Cloud solutions in areas such as AIML, advanced analytics, microservices, serverless, etc.  
      Build highly scalable, Cloud-native applications on AWS platform using services like API Gateway, Lambda, SQS, DynamoDB and ECS.  
      Implement and manage KuberNetes environments.  
      Ensure configuration and compliance with configuration management tools.  
      Administer and troubleshoot Linux based...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,API - BIG DATA - CENTOS - CVS - DMS - DNS - DOCKER - HADOOP - HTTP - LINUX - RDS - SPARK - TALEND
AZURE Solutions Architect (M/F),AFRICASHORE,"We are looking for  AZURE Solutions Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Serve as in-house technical expert providing technical guidance on new features & functionalities, drive the deployment of the customers workloads into Azure and provide deployment guidance.  
      Deliver Cloud platform architecture documents detailing the vision for how Azure infrastructure and platform services support the overall application architecture.  
      Proven background in the design and implementation of large scale, global, complex custom application development systems (e.g., high transaction volumes).  
      Experience problem solving...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ACCESS - AGILE - ARM - AZURE - COSMOS - CVS - PAAS - REDIS - SHELL - SQL
Cloud Architect (M/F),AFRICASHORE,"We are looking for  Cloud Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Lead analysis, recommendations, and presentation of approaches on Cloud migration roadmaps, architecture / designs etc.  
      Involve in conducting Azure readiness assessments and evaluations and delivery of assessment reports, architecture/design/ deployment documents & presentations.  
      Architecting Cloud solutions for new applications.  
      Design Cloud architectures, environments, and solutions that meet the business requirements with an emphasis on meeting the overall business goals.  
      Design highly available, scalable and secure solutions using...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - API - ARM - AZURE - C# - COSMOS - CVS - LESS - NOSQL - PAAS - SQL - VM
Cloud Computing and Virtualization Engineer (M/F),AFRICASHORE,"We are looking for  Cloud Computing and Virtualization Engineer  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Must be able to work independently and take ownership.  
      Work proactively and should be result oriented.  
      Discuss with customer to understand the project requirement and suggest industry level Cloud solutions.  
      Design and develop best fit Cloud solutions architecture, Network architecture and evaluate architectural alternatives.  
      Provide technical support for Cloud architecture design, deployment and maintenance.  
      Design secure, scalable and HA / DR strategies on Cloud technologies.  
      Analyse and resolve...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AZURE - CVS - DOCKER - LINUX
Cloud Engineer (M/F),AFRICASHORE,"We are looking for  Cloud Engineer    profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Implement IAM policies and configure VPCs to create a scalable and secure Network for the application workloads.  
      Develop and manage AWS development and migration programs.  
      Build Data Integration scripts using Python to integrate with upstream/downstream systems (within AWS Cloud Services ecosystem).  
      Develop application code for programs while following coding standards.  
       Resolve queries/issues and provide Application/functional support.  
      Recommend changes to improve established Data Integration processes.  
      Provides...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,API - ARM - BGP - CVS - IAM - PUPPET - PYTHON - RDS - REST
Cloud Microservices Architect (M/F),AFRICASHORE,"We are looking for  Cloud Microservices Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Design, build, and maintain Cloud environments focusing on uptime, access, control, and Network security using automation and configuration management tools.  
      Guide the definition of best practices in collaboration with other areas of engineering group.  
      Research and provide guidance on adoption of new technologies.  
      Provide guidance to Product Managers on feasibility pf product requests.  
      You will be creating, recreating, rewriting and refactor applications.  
      You will be working on Cloud-based application development...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ACCESS - AGILE - AZURE - CVS - DOCKER
Cloud System Administrator (M/F),AFRICASHORE,"We are looking for  Cloud System Administrator  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Installing, configuring and maintain softwares, servers (on premise / Cloud), Networks and firewalls .  
      Overseeing/troubleshoot system performance, troubleshooting issues and outages Creating a backup and safeguarding the data(on premise / Cloud) if there are any hindrances Performing system upgrades following new releases.  
      Ensuring/Sustaining Network integrity, server deployment, security and efficiency of IT infrastructure .  
      Monitoring and maintaining Network servers such as file servers, VPN gateways and intrusion detection systems...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AZURE - CENTOS - CVS - DOCKER - LINUX - PERL - PREMISE - PYTHON - REDHAT - VPN - WAN
Cloud System Integrator (M/F),AFRICASHORE,"We are looking for  Cloud System Integrator  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:  
 
  Create future-proof system architectures for our highly interconnected 4G/5G communication solutions.  
  Define competitive end-to-end solutions together with top experts from different teams in an international environment.  
  Demonstrate strong understanding of Networking and security architectures and engage in technical discussions with Network and security architects of large enterprises.  
  Present both industry and Zscaler technical architecture as it relates to customers and prospects environment and technical requirements.  
  Ensure that our solutions fit smoothly...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - CVS
Cyber Security Engineer (M/F),AFRICASHORE,"We are looking for  Cyber Security Engineer  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Act as an internal subject matter expert with respect to CVA scanning and reporting. Assist in maintenance of the enterprise to VMLC (Vulnerability Management Life Cycle) policy and associated VM standard.  
  Conduct required tasks for the vulnerability scanning program and publish reported vulnerabilities to impacted teams for remediation.  
  Triage and risk rank vulnerabilities according to severity and exposure. Work with Product and IT teams to risk rank and patch vulnerabilities related to the technology stack. Develop remediation plans for vulnerabilities....",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CVS - ENDPOINT - IDEAL - JAVASCRIPT - PYTHON - VM
DATASTAGE Architect (M/F),AFRICASHORE,"We are looking for  DATASTAGE Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Define and supervise all activities within your scope by using and optimising the resources allocated.  
  Control the implementation of the activities under your responsibility and report on the results.  
  Responsible for the level of service quality, compliance with standards and the level of safety within the assigned perimeter.  
  Supervise and monitor of assigned projects (monitoring of workloads, definition of deadlines and delivery milestones, identification of deliverables and work to be carried out, task planning, monitoring of work, management of corrective measures,...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AZURE - CVS - DATASTAGE - INFORMATICA - J2EE - JAVA - MONGODB - ORACLE - SQL - TALEND
GENESYS Architect (M/F),AFRICASHORE,"We are looking for  GENESYS Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:  
 
  Deep and relevant expertise on Genesis Cloud services, along with contact center industry experience.  
  Be the direct point of technical contact to provide high-quality consultancy for Genesys solutions to customers.  
  Develop and maintain integration and Cloud solutions.  
  Knowledge and experience on Cloud computing models (IaaS, PaaS, and SaaS).  
  Experience with software development and one or more development or scripting languages (e.g. Java. Golang, Python, JavaScript, TypeScript, Bash, PowerShell).  
  Self-starter with deep hands-on work experience with production...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,BASH - CVS - GENESYS - JAVA - JAVASCRIPT - PAAS - POWERSHELL - PYTHON - VMWARE
