title,url,posted_date,end_date,number_of_positions,company_description,requirements
"QA Software Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-qa-software-architect---5000month---remote-work-casablanca-rabat-fez-87825.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire QA Software Architects ($60K/yr)

Online Hiring Events are live forums designed to..."
"L3 Product Support Engineer - $8300/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-l3-product-support-engineer---8300month---remote-work-casablanca-rabat-fez-87823.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire L3 Product Support Engineers ($100K/yr)

Online Hiring Events are live forums..."
"L2 Customer Support Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-l2-customer-support-architect---5000month---remote-work-casablanca-rabat-fez-87822.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire L2 Customer Support Architects ($60K/yr).

Online Hiring Events are live forums..."
"L1 Customer Support Engineer - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-l1-customer-support-engineer---2500month---remote-work-casablanca-rabat-fez-87821.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover  connects  talent  from around the world with companies who are looking to hire only the best. We have ...","We're running an Online Hiring Event this coming Saturday to hire L1 Customer Support Engineers ($30k/year).

Online Hiring Events are live forums..."
"Financial Analyst (English) - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-financial-analyst-english---2500month---remote-work-casablanca-rabat-fez-87818.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire Financial Analysts ($30k/yr).

Online Hiring Events are live forums designed to enable you..."
"NetSuite Chief Architect - $8300/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-netsuite-chief-architect---8300month---remote-work-casablanca-rabat-fez-87817.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire NetSuite Chief Architects ($100K/yr).

Online Hiring Events are live forums designed..."
"Android Software Engineer - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-android-software-engineer---2500month---remote-work-casablanca-rabat-fez-87814.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire Android Software Engineers ($30k/yr)

Online Hiring Events are live forums designed..."
"PHP Software Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-php-software-architect---5000month---remote-work-casablanca-rabat-fez-87813.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire PHP Software Architects ($60K/yr).

Online Hiring Events are live forums designed to..."
"Javascript Software Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-javascript-software-architect---5000month---remote-work-casablanca-rabat-fez-87812.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire JavaScript Software Architects ($60K/yr).

Online Hiring Events are live forums designed..."
"C# (.NET) Software Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-c-.net-software-architect---5000month---remote-work-casablanca-rabat-fez-87811.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire C# (.NET) Software Architects ($60K/yr).

Online Hiring Events are live forums..."
Team Leader (F/H) | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-team-leader-fh-casablanca-87788.html,09/11/2018,09/01/2019,4,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","vous assurez les responsabilités suivantes :


	Organiser, planifier et coordonner l’équipe au quotidien,
	Animer son..."
Développeurs PHP- Symfony Confirmés (H/F) | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-capgemini-recrutement-developpeurs-php--symfony-confirmes-hf-casablanca-87787.html,09/11/2018,09/01/2019,1,"Fort de plus de 180 000 collaborateurs et présent dans plus de 40 pays, Capgemini est l’un des leaders mondiaux du conseil, des services...","Fort d'une présence au Maroc depuis 2007, Capgemini TS Maroc se positionne aujourd'hui en tant que leader sur le marché. Dans le cadre de..."
Consultant PL/SQL et FORMS | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-consultant-plsql-et-forms-casablanca-87786.html,09/11/2018,09/01/2019,10,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","Votre mission :
En tant que Consultant PL/SQL et FORMS Sénior vous contribuez :

 

 


	à la mise en place et à la..."
Stage – Chargé (e ) de Recrutement BPO (H/F) | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-cgi-technologies-et-solutions-maroc-recrutement-stage-charge-e-de-recrutement-bpo-hf-casablanca-87748.html,09/11/2018,09/01/2019,1,"Fondé en 1976, Groupe CGI inc. est la cinquième plus importante entreprise indépendante de services en technologies de l’information...","Dans le cadre du développement de notre centre de production BPO, nous recrutons un stagiaire PFE en Ressources Humaines/Recrutement.

Au sein..."
Technicien Service Desk | sala al jadida (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-confidentiel-recrutement-technicien-service-desk-sala-al-jadida-87769.html,09/11/2018,09/01/2019,2,Groupe européen opérant dans le secteur IT,"Vos principales missions en tant que Technicien Service Desk :


	Résoudre les incidents techniques du client.
	Assurer le traitement des demandes des..."
"SaaSOps Engineer - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-saasops-engineer---2500month---remote-work-casablanca-rabat-fez-87768.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire SaaSOps Engineers ($30K/yr)

Online Hiring Events are live forums designed to enable you..."
"QA Manual Tester - $1600/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-qa-manual-tester---1600month---remote-work-casablanca-rabat-fez-87767.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire QA Manual Testers ($20K/yr)

Online Hiring Events are live forums designed to enable..."
"iOS Software Engineer - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-ios-software-engineer---2500month---remote-work-casablanca-rabat-fez-87765.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire iOS Software Engineers ($30k/yr)

Online Hiring Events are live forums designed to enable..."
"Java Software Engineer - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-java-software-engineer---2500month---remote-work-casablanca-rabat-fez-87764.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire Java Software Engineers ($30k/yr)

Online Hiring Events are live forums designed to enable..."
"Database Engineer - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-database-engineer---2500month---remote-work-casablanca-rabat-fez-87763.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire Database Engineers ($30K/yr)

Online Hiring Events are live forums designed to enable you..."
"Data Scientist - $8300/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-data-scientist---8300month---remote-work-casablanca-rabat-fez-87762.html,09/11/2018,09/01/2019,10,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire Data Scientists ($100K/yr).

Online Hiring Events are live forums designed to enable..."
IT Support Specialiste H/F - Casablanca |,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-michael-page-morocco-recrutement-it-support-specialiste-hf---casablanca--87757.html,09/11/2018,09/01/2019,1,"Notre client est une multinationale qui recherche un Support IT polyvalent (Systèmes, réseaux, virtualisation ...) pour intégré son...","Le IT Support Spécialiste est charger de fournir le support nécessaire aux filiales dans la réalisation de leurs projets, qu'ils soient..."
Consultant SAP Hybris | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-dxc-technology-recrutement-consultant-sap-hybris-casablanca-87735.html,08/11/2018,08/01/2019,3,"DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation), Géant du Conseil et HP Enterprise Services,...","Chiffrage et paramétrage.
	Rédaction des spécifications fonctionnelle.
	Développement des interfaces Front-office, des widgets..."
Ingénieur Développement Informatique Java JEE (H/F) | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-akka-technologies-recrutement-ingenieur-developpement-informatique-java-jee-hf-casablanca-87730.html,08/11/2018,08/01/2019,1,"AKKA Technologies, expert reconnu de l’Ingénierie et du Conseil en Technologies, compte aujourd’hui plus de 12 000 collaborateurs dans le...","Définir les moyens matériels et logiciels, en concertation avec le responsable du bureau d'études, tout en respectant des objectifs de..."
Concepteur/Développeur .NET (H/F) | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-akka-technologies-recrutement-concepteurdeveloppeur-.net-hf-casablanca-87729.html,08/11/2018,08/01/2019,1,"AKKA Technologies, expert reconnu de l’Ingénierie et du Conseil en Technologies, compte aujourd’hui plus de 12 000 collaborateurs dans le...","Definir les moyens matériels et logiciels, en concertation avec le responsable du bureau d'études, tout en respectant des objectifs de..."
FM–Integration/Software Engineer | Casablanca/Rabat (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-dxc-technology-recrutement-fmintegrationsoftware-engineer-casablancarabat-87702.html,08/11/2018,08/01/2019,2,"DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation), Géant du Conseil et HP Enterprise Services,...",Participate in the design of new solutions for the needs of the activity in development and / or support.
Jasper Report Consultant/ Expert | Casablanca/Rabat (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-dxc-technology-recrutement-jasper-report-consultant-expert-casablancarabat-87708.html,08/11/2018,08/01/2019,8,"DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation), Géant du Conseil et HP Enterprise Services,...","Participate in all phases of the life cycle of a project with a degree of autonomy for analysis and design activities.
	Participate in all phases of..."
"JAVA, JEE Consultant/ Expert | Casablanca/Rabat (Maroc)",http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-dxc-technology-recrutement-java-jee-consultant-expert-casablancarabat-87709.html,08/11/2018,08/01/2019,8,"DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation), Géant du Conseil et HP Enterprise Services,...","Participate in all phases of the life cycle of a project with a degree of autonomy for analysis and design activities.
	
	Participate in all phases of..."
PL / SQL Development Consultant/Expert | Casablanca/Rabat (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-dxc-technology-recrutement-pl-sql-development-consultantexpert-casablancarabat-87710.html,08/11/2018,08/01/2019,10,"DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation), Géant du Conseil et HP Enterprise Services,...","Participate in all phases of the life cycle of a project with a degree of autonomy for analysis and design activities.
	
	Participate in all phases of the..."
Consultant Senior - File Manager | Casablanca/Rabat (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-dxc-technology-recrutement-consultant-senior---file-manager-casablancarabat-87701.html,08/11/2018,08/01/2019,2,"DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation), Géant du Conseil et HP Enterprise Services,...",Participate in the design of new solutions for the needs of the activity in development and / or support.
Consultant Java/JEE - PL/SQL | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-consultant-javajee---plsql-casablanca-87719.html,08/11/2018,08/01/2019,18,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","Votre mission :

En tant que Développeur Java/JEE - PL/SQL Sénior vous contribuez à :


	La mise en place et à la gestion de..."
Ingénieur Etude et développement .Net Sharepoint Senior | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-ingenieur-etude-et-developpement-.net-sharepoint-senior-casablanca-87718.html,08/11/2018,08/01/2019,5,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","Vous êtes curieux, passionné par votre métier, au fait des dernières tendances technologiques, vous avez une bonne culture technique..."
Ingénieur d’Etude et Développement AS400 | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-ingenieur-detude-et-developpement-as400-casablanca-87712.html,08/11/2018,08/01/2019,20,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","Mission :
• Développement de composants techniques.
• Rédaction de plans de tests et Réalisation de tests unitaires et..."
Consultant SAP SD/MM | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-consultant-sap-sdmm-casablanca-87706.html,08/11/2018,08/01/2019,1,"Atos SE (Société Européenne), acteur international des services informatiques avec un chiffre d’affaires annuel de 8,8 milliards...","Ci-dessous une synthèse des activités et taches :


	Effectue l’analyse fonctionnelle des besoins et détermine les interfaces..."
Chef de projet SAP | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-chef-de-projet-sap-casablanca-87704.html,08/11/2018,08/01/2019,1,Atos est un leader international de la transformation digitale avec environ 100 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de...,"Mission :


	-Rédiger des cahiers des charges sur les évolutions
	-Analyser les offres des prestataires puis piloter la mise en œuvre des..."
Consultant SAP ABAP (H/F) | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-consultant-sap-abap-hf-casablanca-87703.html,08/11/2018,08/01/2019,1,Atos est un leader international de la transformation digitale avec environ 100 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de...,"En tant que Consultant SAP ABAP H/F, vous participez à la conception, le développement et l'évolution d'applications SAP, plus..."
Administrateur Base de Données Senior | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-orh-assessment-recrutement-administrateur-base-de-donnees-senior-casablanca-87698.html,08/11/2018,08/01/2019,3,"ORH Assessment, filiale du groupe LMS ORH, est un cabinet conseil en recrutement qui offre également des prestations en Assessment et prend en charge...","Assurer la gestion des changes (NSSR - non standard, normal) et probléme (réccurrent et/ou avec impact majeur)/capacité/config (RTPA/MAJ..."
Responsable de Recrutement | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-everis-recrutement-responsable-de-recrutement-casablanca-87695.html,08/11/2018,08/01/2019,1,"Everis, an NTT DATA Company, intervient dans le domaine du Conseil, de la Technologie et de l’Outsourcing, en Europe, Amérique du Nord et Latine,...","Les principales responsabilités seront :


	Identifier les besoins de sourcing .
	Rédiger et diffuser l’offre sur l’ensemble des..."
Développeur Web PHP Symfony 2/3 | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-hiit-consulting-recrutement-developpeur-web-php-symfony-23-casablanca-87694.html,08/11/2018,08/01/2019,5,"Startup créée en 2016, HiiT Consulting est spécialisé dans le digital, intervenant pour le compte de ses clients grands comptes et...","Vous développez et faites évoluer des applications pour nos clients

- Vous collaborez au développement d'applications web sous la..."
Front-end Angular 2 | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-hiit-consulting-recrutement-front-end-angular-2-casablanca-87693.html,08/11/2018,08/01/2019,5,"Startup créée en 2016, HiiT Consulting est spécialisée dans le digital, intervenant pour le compte de ses clients grands comptes et...","Vous développez et faites évoluer des applications pour nos clients: 


	vous collaborez au développement d'applications web sous..."
Ingénieur Test et Recette | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-hiit-consulting-recrutement-ingenieur-test-et-recette-casablanca-87692.html,08/11/2018,08/01/2019,5,"Startup créée en 2016, HiiT Consulting est spécialisée dans le digital, intervenant pour le compte de ses clients grands...","Au sein du service IT, vous serez en charge de la conception et de la mise en œuvre de la recette et des tests de solutions logicielles selon les besoins..."
Lead Developpeur PHP/Symfony Sénior | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-hiit-consulting-recrutement-lead-developpeur-phpsymfony-senior-casablanca-87691.html,08/11/2018,08/01/2019,2,"Startup créée en 2016, HiiT Consulting est spécialisée dans le digital, intervenant pour le compte de ses clients grands comptes et...","Vous collaborez et faites évoluer des applications pour nos clients :


	vous êtes référent technique,
	vous collaborez au..."
Développeur Javascript Sénior (H/F) (Casablanca) | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-sofrecom-services-maroc-recrutement-developpeur-javascript-senior-hf-casablanca-casablanca-87636.html,07/11/2018,07/01/2019,3,"Sofrecom, filiale d'Orange, a développé depuis plus de 50 ans un savoir-faire unique dans les métiers de l’opérateur, qui...","Dans le respect du cycle de vie du projet, vous interviendrez sur ces différentes phases de la définition des besoins jusqu’à la mise..."
Ingénieur Etudes et Développement CRM Dynamics Confirmé (H/F)  | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-ingenieur-etudes-et-developpement-crm-dynamics-confirme-hf-casablanca-87684.html,07/11/2018,07/01/2019,5,Atos est un leader international de la transformation digitale avec environ 100.000 collaborateurs dans 72 pays et un chiffre d’affaires annuel de...,"Vous interviendrez au sein de nos équipes réparties et aurez pour missions de :

» Analyser et étudier les besoins,

»..."
Consultant Informatica | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-consultant-informatica-casablanca-87682.html,07/11/2018,07/01/2019,2,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","Vous êtes curieux, passionné par votre métier, au fait des dernières tendances technologiques, vous avez une bonne culture et vous..."
Analyste Fonctionnel Opérationnel Senior | Rabat (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-orh-assessment-recrutement-analyste-fonctionnel-operationnel-senior-rabat-87681.html,07/11/2018,07/01/2019,1,"ORH Assessment, filiale du groupe LMS ORH, est un cabinet conseil en recrutement qui offre également des prestations en Assessment et prend en charge...","L'Analyste Fonctionnel Opérationnel Senior aura pour rôle d'analyser, gérer les incidents d’exploitation, opérer..."
Consultant Java/JEE - PL/SQL | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-consultant-javajee---plsql-casablanca-87679.html,07/11/2018,07/01/2019,18,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","Votre mission :

En tant que Développeur Java/JEE - PL/SQL Sénior vous contribuez à :


	La mise en place et à la gestion de..."
Développeur PHP Senior | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-developpeur-php-senior-casablanca-87678.html,07/11/2018,07/01/2019,5,Atos est un leader international de la transformation digitale avec environ 100.000 collaborateurs dans 72 pays et un chiffre d’affaires annuel de...,"Vos principales missions au sein de l'équipe de TMA tournent autour des axes suivants : 


	Réaliser les développements WEB dans..."
Intégrateur Système Senior | Rabat (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-orh-assessment-recrutement-integrateur-systeme-senior-rabat-87677.html,07/11/2018,07/01/2019,1,"ORH Assessment, filiale du groupe LMS ORH, est un cabinet conseil en recrutement qui offre également des prestations en Assessment et prend en charge...","Missions :


	Assurer la gestion des changes (NSSR - non standard, normal) et probléme (réccurrent et/ou avec impact..."
Ingénieur Etudes et Développement .Net | Casablanca (Maroc),http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-ingenieur-etudes-et-developpement-.net-casablanca-87676.html,07/11/2018,07/01/2019,5,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","Pour accompagner notre forte croissance, nous recherchons des consultants .net.
	Rejoignez nos équipes d'Ingénieurs études et..."
Account Manager (H/F) | Casablanca (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-account-manager-hf-recrutement-devink-casablanca-171141.html,29/05/2025,30/06/2025,2,"Distributeur de solutions informatiques depuis plus de 20 ans, Partenaire officiel des marques pionnières dans le monde de l'IT, notre société s'est forgé une place majeure dans le domaine de l'IT au...","Vos missions sont les suivantes :

	
		Recueillir et définir les besoins des clients, élaborer et négocier vos propositions en accord avec la politique commerciale, en termes de prix, délais et..."
Product Owner | Casablanca (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-product-owner-recrutement-orange-business-casablanca-170795.html,29/05/2025,21/06/2025,1,"Orange Business est l’entité du Groupe Orange qui accompagne les entreprises et organisations dans leur transformation digitale. Forts de 29 100 collaborateurs à travers le monde, nous concilions présence globale et approche locale...","Au sein de la direction Product and Marketing / Direction Digital B2B d’Orange Business :

	En tant que Product Owner et Manager sur les parcours IAM – Data et Performance, venez construire les parcours clients et utilisateurs de la prochaine..."
Click User Support Manager | Casablanca (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-click-user-support-manager-recrutement-orange-business-casablanca-170817.html,29/05/2025,21/06/2025,1,"Orange Business est l’entité du Groupe Orange qui accompagne les entreprises et organisations dans leur transformation digitale. Forts de 29 100 collaborateurs à travers le monde, nous concilions présence globale et approche locale...","Role is with Orange Wholesale Division -Orange Wholesale International
	The Click User Support Manager position is essential for ensuring an optimal user experience for our customers utilizing our digital assets, such as the Click portal and Click..."
Click & Webmaster | Casablanca (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-click-webmaster-recrutement-orange-business-casablanca-170818.html,29/05/2025,21/06/2025,1,"Orange Business est l’entité du Groupe Orange qui accompagne les entreprises et organisations dans leur transformation digitale. Forts de 29 100 collaborateurs à travers le monde, nous concilions présence globale et approche locale...","As a Webmaster & Digital analytics specialist, you will contribute to the management and optimization of the Orange Wholesale International website, the Click portal, and occasionally other Orange sites, working closely with the Digital Platforms..."
Ingénieur intégration logiciel (H/F) | Rabat (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-ingenieur-integration-logiciel-hf-recrutement-sofrecom-maroc-rabat-171996.html,29/05/2025,29/07/2025,1,"Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,...","Dans un objectif d’amélioration de la qualité de nos services de monitoring et reporting, une nouvelle brique de service basée sur la solution DataMiner de Skyline Communications a été mise en œuvre. Pour..."
MPI Testing – QA Engineer - Manual  Testing AZURE - | Rabat (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-mpi-testing-qa-engineer---manual-testing-azure---recrutement-excel-management-conseil-rabat-171986.html,28/05/2025,28/07/2025,1,"Référencée au sein de nombreux grands comptes en tant que fournisseur de prestation IT,  Excel Management Conseil est une société de services en informatique existante depuis plus de 10 ans.

	Riche d’une...","The objective of QA Cloud Engineer is to make sure that delivered product is matching the specifications, requirements as well as the group standards (security, audit...) by applying the
	principles and best practices of software quality assurance.
	In this..."
GO Product Security Officer | Rabat (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-go-product-security-officer-recrutement-excel-management-conseil-rabat-171985.html,28/05/2025,28/07/2025,1,"Référencée au sein de nombreux grands comptes en tant que fournisseur de prestation IT,  Excel Management Conseil est une société de services en informatique existante depuis plus de 10 ans.

	Riche d’une...","Main missions:

	
		Monitor the Security Threat Landscape.
	
		Define and oversee Security Standards and Strategy implementation across the Group.
	
		Drive local security objectives with C-Level executive (COO, CIO, CTO, CFO…) of Company..."
Operations Security Analyst | Rabat (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-operations-security-analyst-recrutement-excel-management-conseil-rabat-171984.html,28/05/2025,28/07/2025,1,"Référencée au sein de nombreux grands comptes en tant que fournisseur de prestation IT,  Excel Management Conseil est une société de services en informatique existante depuis plus de 10 ans.

	Riche d’une...","Operational Security Management:

	
		Management and supervision of analysis for requests to open firewall rules and the feedback provided by the security department on these requests.
	
		Responsible for managing security incidents with criticality levels 3..."
Security Consultancy | Rabat (Maroc),http://www.rekrute.com/web/20250605110212/https://www.rekrute.com/offre-emploi-security-consultancy-recrutement-excel-management-conseil-rabat-171983.html,28/05/2025,28/07/2025,1,"Référencée au sein de nombreux grands comptes en tant que fournisseur de prestation IT,  Excel Management Conseil est une société de services en informatique existante depuis plus de 10 ans.

	Riche d’une...","Plan the yearly development / update of GO Security Policies, in alignment with Group Security Instructions, Security risks assessments (entity, product) and feedback issued from internal and interested parties. Group Operations Security Policies..."
